Channel_ID,Video_Category_Name,score_pct
UCM8vM9PU-pStLR_wE5701CA,People & Blogs,1.0
UCMGd2CJgU3oNA1z0_Pb83eA,People & Blogs,1.0
UCMIhTWiF5na2xVdmKz9HKPA,People & Blogs,1.0
UCMXBchB1HQ_LaJqM2xgqT4g,People & Blogs,1.0
UCMd07ilsid_BHjBkOVXTN3g,People & Blogs,1.0
UCMq3lUzUQ-AJtVqeABvahGg,People & Blogs,1.0
UCMuu3NlEGTWRRM8o-AaEASg,Howto & Style,1.0
UCN5qBo0kXcPOlbLPcRylqdA,People & Blogs,1.0
UCN9nKeOHC_cH2w9svgVypyA,People & Blogs,1.0
UCNK8VvHwpyHeplhJ8373HpQ,People & Blogs,0.9884537149535249
UCNK8VvHwpyHeplhJ8373HpQ,Travel & Events,0.011546285046475112
UCNNshWaYgpDwLOZqIecQTKw,Entertainment,1.0
UCNSdjX4ry9fICqeObdZPAZQ,People & Blogs,1.0
UCNn6AaHharXIbkRleXGboiQ,Comedy,0.00209845959223198
UCNn6AaHharXIbkRleXGboiQ,Entertainment,0.0005103077452231525
UCNn6AaHharXIbkRleXGboiQ,People & Blogs,0.9973912326625448
UCNor9SVeIg8mjd1XAJX-1dg,Entertainment,0.0030003133442546145
UCNor9SVeIg8mjd1XAJX-1dg,Gaming,0.6641498803411593
UCNor9SVeIg8mjd1XAJX-1dg,People & Blogs,0.33284980631458605
UCNrlHfYLo7s2eoeKEJiJi3Q,Music,0.014054936490647865
UCNrlHfYLo7s2eoeKEJiJi3Q,People & Blogs,0.9859450635093522
UCNt9RWcWdawHQK4XeidefuQ,Autos & Vehicles,0.0016626382205323764
UCNt9RWcWdawHQK4XeidefuQ,Entertainment,0.15649428203552354
UCNt9RWcWdawHQK4XeidefuQ,Howto & Style,0.8418430797439441
UCNwlEBofDgF3qxUUbTJvalA,People & Blogs,1.0
UCNy9u_Sfb-i1WXR2glz-RJQ,Howto & Style,1.0
UCNzdeqQn0G79pToY1RZS1Cg,People & Blogs,1.0
UCO9ckSKZCUMyKPGxRFLHNGw,Entertainment,1.0
UCOLw-GeNkiFu7rKofm4q29A,People & Blogs,1.0
UCON7ruHzb7hwAk84LnOvKjA,People & Blogs,1.0
UCOXAXAJwiZ0sjP2XgcIWEHA,People & Blogs,1.0
UCOjgTuou4IgCyupXtFhB0eQ,Entertainment,0.22366326108533421
UCOjgTuou4IgCyupXtFhB0eQ,Gaming,0.6715887082757868
UCOjgTuou4IgCyupXtFhB0eQ,People & Blogs,0.10418544823704046
UCOjgTuou4IgCyupXtFhB0eQ,Sports,0.0005625824018386055
UCOpP3QXFCYEG4-CEeVYWmzw,People & Blogs,1.0
UCOrU-4WlqHEnzEQ-_p1Ye1A,Autos & Vehicles,0.99287267400328
UCOrU-4WlqHEnzEQ-_p1Ye1A,Travel & Events,0.007127325996719902
UCOttcP7KwTcs5rtn-nVrotA,Entertainment,0.9006619118024211
UCOttcP7KwTcs5rtn-nVrotA,Howto & Style,0.009921994369916603
UCOttcP7KwTcs5rtn-nVrotA,People & Blogs,0.08941609382766236
UCPCnPyTmtYkuEfYrfTTNymQ,People & Blogs,0.9985000702495984
UCPCnPyTmtYkuEfYrfTTNymQ,Travel & Events,0.00149992975040156
UCPVHUUnXNypcmxP6UQA_4Lg,People & Blogs,1.0
UCPXObRHdizi4c78jvhtAPpw,People & Blogs,1.0
UCPg21O1mH4Dx03qVZ77QTXQ,People & Blogs,1.0
UCPtMXS-uCNZYJE8moxeeBIw,Howto & Style,1.0
UCPtPyb4VvaNqjkbL_tSVFVA,Entertainment,1.0
UCPzIOAKAvphrnIfa9wFj69w,Entertainment,0.00027677327016902963
UCPzIOAKAvphrnIfa9wFj69w,Gaming,0.4782928002971143
UCPzIOAKAvphrnIfa9wFj69w,People & Blogs,0.5209642790180027
UCPzIOAKAvphrnIfa9wFj69w,Sports,0.00046614741471395717
UCQ-aRbnit-y0TlR7CpNSJWA,Gaming,0.851800176143615
